source,target,cosine_similarity
12758,14747,0.9576
12758,15631,0.9576
14729,14747,0.9576
14729,15631,0.9576
14738,14747,0.9576
14738,15631,0.9576
14739,14747,0.9576
14739,15631,0.9576
14741,14747,0.9576
14741,15631,0.9576
14744,14747,0.9576
14744,15631,0.9576
14745,14747,0.9576
14745,15631,0.9576
14746,14747,0.9576
14746,15631,0.9576
14747,14748,0.9576
14747,14749,0.9576
14747,14750,0.9576
14747,14751,0.9576
14747,14752,0.9576
14747,18524,0.9576
14748,15631,0.9576
14749,15631,0.9576
14750,15631,0.9576
14751,15631,0.9576
14752,15631,0.9576
15631,18524,0.9576
553,556,0.9576
553,561,0.9576
553,564,0.9576
553,567,0.9576
553,568,0.9576
553,577,0.9576
553,578,0.9576
553,581,0.9576
553,588,0.9576
553,589,0.9576
553,2922,0.9576
553,6747,0.9576
553,6758,0.9576
553,6768,0.9576
553,6770,0.9576
553,6774,0.9576
553,8098,0.9576
553,9397,0.9576
553,14714,0.9576
553,14723,0.9576
553,14724,0.9576
556,580,0.9576
556,583,0.9576
556,14747,0.9576
556,15631,0.9576
561,580,0.9576
561,583,0.9576
561,14747,0.9576
561,15631,0.9576
564,580,0.9576
564,583,0.9576
564,14747,0.9576
564,15631,0.9576
567,580,0.9576
567,583,0.9576
567,14747,0.9576
567,15631,0.9576
568,580,0.9576
568,583,0.9576
568,14747,0.9576
568,15631,0.9576
577,580,0.9576
577,583,0.9576
577,14747,0.9576
577,15631,0.9576
578,580,0.9576
578,583,0.9576
578,14747,0.9576
578,15631,0.9576
580,581,0.9576
580,588,0.9576
580,589,0.9576
580,2922,0.9576
580,6747,0.9576
580,6758,0.9576
580,6768,0.9576
580,6770,0.9576
580,6774,0.9576
580,8098,0.9576
580,9397,0.9576
580,14714,0.9576
580,14723,0.9576
580,14724,0.9576
581,583,0.9576
581,14747,0.9576
581,15631,0.9576
583,588,0.9576
583,589,0.9576
583,2922,0.9576
583,6747,0.9576
583,6758,0.9576
583,6768,0.9576
583,6770,0.9576
583,6774,0.9576
583,8098,0.9576
583,9397,0.9576
583,14714,0.9576
583,14723,0.9576
583,14724,0.9576
588,14747,0.9576
588,15631,0.9576
589,14747,0.9576
589,15631,0.9576
2922,14747,0.9576
2922,15631,0.9576
6747,14747,0.9576
6747,15631,0.9576
6758,14747,0.9576
6758,15631,0.9576
6768,14747,0.9576
6768,15631,0.9576
6770,14747,0.9576
6770,15631,0.9576
6774,14747,0.9576
6774,15631,0.9576
8098,14747,0.9576
8098,15631,0.9576
9397,14747,0.9576
9397,15631,0.9576
14714,14747,0.9576
14714,15631,0.9576
14723,14747,0.9576
14723,15631,0.9576
14724,14747,0.9576
14724,15631,0.9576
9401,12458,0.9575
17144,18219,0.9573
4949,12153,0.9572
12367,16030,0.9567
1803,12153,0.9565
597,9396,0.9562
599,9396,0.9562
1942,9396,0.9562
6776,9396,0.9562
9396,10094,0.9562
9396,10097,0.9562
9396,10098,0.9562
9396,12758,0.9562
9396,14729,0.9562
9396,14738,0.9562
9396,14739,0.9562
9396,14741,0.9562
9396,14744,0.9562
9396,14745,0.9562
9396,14746,0.9562
9396,14748,0.9562
9396,14749,0.9562
9396,14750,0.9562
9396,14751,0.9562
9396,14752,0.9562
9396,18524,0.9562
556,9396,0.9562
561,9396,0.9562
564,9396,0.9562
567,9396,0.9562
568,9396,0.9562
577,9396,0.9562
578,9396,0.9562
581,9396,0.9562
588,9396,0.9562
589,9396,0.9562
2922,9396,0.9562
6747,9396,0.9562
6758,9396,0.9562
6768,9396,0.9562
6770,9396,0.9562
6774,9396,0.9562
8098,9396,0.9562
9396,9397,0.9562
9396,14714,0.9562
9396,14723,0.9562
9396,14724,0.9562
8459,17029,0.9558
11415,14230,0.9558
4949,8548,0.9555
1803,14980,0.9552
2085,2094,0.9550
2085,4676,0.9550
2085,6642,0.9550
2085,6643,0.9550
2085,6644,0.9550
2085,6648,0.9550
2085,6760,0.9550
2085,6763,0.9550
2085,8714,0.9550
2085,10225,0.9550
2085,12714,0.9550
2085,12750,0.9550
2085,14584,0.9550
2085,14708,0.9550
2094,6751,0.9550
2094,12743,0.9550
4676,6751,0.9550
4676,12743,0.9550
6642,6751,0.9550
6642,12743,0.9550
6643,6751,0.9550
6643,12743,0.9550
6644,6751,0.9550
6644,12743,0.9550
6648,6751,0.9550
6648,12743,0.9550
6751,6760,0.9550
6751,6763,0.9550
6751,8714,0.9550
6751,10225,0.9550
6751,12714,0.9550
6751,12750,0.9550
6751,14584,0.9550
6751,14708,0.9550
6760,12743,0.9550
6763,12743,0.9550
8714,12743,0.9550
10225,12743,0.9550
12714,12743,0.9550
12743,12750,0.9550
12743,14584,0.9550
12743,14708,0.9550
14366,17119,0.9539
10235,14576,0.9531
5710,16030,0.9529
14057,17024,0.9527
13978,14467,0.9525
569,9396,0.9522
4684,9396,0.9522
8459,8484,0.9522
10141,10726,0.9516
3000,12578,0.9515
5565,8195,0.9514
8195,13254,0.9514
4506,8195,0.9514
5765,8195,0.9514
7130,8195,0.9514
8195,13468,0.9514
8195,13832,0.9514
10337,13914,0.9507
10337,16119,0.9507
10337,16247,0.9507
8580,10638,0.9506
3750,8292,0.9506
6771,14730,0.9505
6641,14576,0.9505
287,16091,0.9504
9696,9865,0.9500
1803,4949,0.9499
4499,13923,0.9497
17953,18030,0.9495
5710,12156,0.9495
1242,2991,0.9494
5710,10337,0.9494
3948,12578,0.9492
5129,19200,0.9490
1691,7748,0.9490
9694,14588,0.9490
4918,18030,0.9488
10235,12736,0.9487
4151,4506,0.9487
4151,5765,0.9487
4151,7130,0.9487
4151,13468,0.9487
4151,13832,0.9487
4151,5565,0.9487
4151,13254,0.9487
2094,14365,0.9486
4676,14365,0.9486
6642,14365,0.9486
6643,14365,0.9486
6644,14365,0.9486
6648,14365,0.9486
6760,14365,0.9486
6763,14365,0.9486
8714,14365,0.9486
10225,14365,0.9486
12714,14365,0.9486
12750,14365,0.9486
14365,14584,0.9486
14365,14708,0.9486
1803,8548,0.9480
14372,14588,0.9479
2085,12736,0.9472
6751,12736,0.9472
12736,12743,0.9472
3339,19200,0.9472
4447,17249,0.9465
5732,14999,0.9463
4668,12736,0.9460
16030,19144,0.9454
5739,17119,0.9452
11700,15633,0.9450
1487,10587,0.9447
10337,12367,0.9446
4121,19144,0.9445
478,3618,0.9441
573,12754,0.9440
595,12754,0.9440
600,12754,0.9440
9400,12754,0.9440
3910,12578,0.9439
13663,16975,0.9438
14467,19191,0.9438
128,3618,0.9436
8292,14166,0.9435
391,657,0.9435
582,12754,0.9435
8073,17911,0.9432
15816,17911,0.9432
10337,19144,0.9432
5739,12153,0.9427
6280,6686,0.9426
4256,6446,0.9421
1073,16803,0.9418
8548,14366,0.9418
1959,10251,0.9418
2991,3948,0.9415
448,856,0.9410
4256,7771,0.9404
657,6526,0.9404
10337,12353,0.9404
6280,19191,0.9403
8292,10165,0.9403
5425,6138,0.9402
11191,16751,0.9402
14622,14623,0.9397
3339,5129,0.9397
1242,3948,0.9397
3750,14166,0.9394
3333,3948,0.9392
6641,12736,0.9384
556,14721,0.9384
561,14721,0.9384
564,14721,0.9384
567,14721,0.9384
568,14721,0.9384
577,14721,0.9384
578,14721,0.9384
581,14721,0.9384
588,14721,0.9384
589,14721,0.9384
2922,14721,0.9384
6747,14721,0.9384
6758,14721,0.9384
6768,14721,0.9384
6770,14721,0.9384
6774,14721,0.9384
8098,14721,0.9384
9397,14721,0.9384
14714,14721,0.9384
14721,14723,0.9384
14721,14724,0.9384
597,14721,0.9384
599,14721,0.9384
1942,14721,0.9384
6776,14721,0.9384
10094,14721,0.9384
10097,14721,0.9384
10098,14721,0.9384
12758,14721,0.9384
14721,14729,0.9384
14721,14738,0.9384
14721,14739,0.9384
14721,14741,0.9384
14721,14744,0.9384
14721,14745,0.9384
14721,14746,0.9384
14721,14748,0.9384
14721,14749,0.9384
14721,14750,0.9384
14721,14751,0.9384
14721,14752,0.9384
14721,18524,0.9384
576,582,0.9383
12367,19144,0.9380
8504,17894,0.9375
573,576,0.9375
576,595,0.9375
576,600,0.9375
576,9400,0.9375
6686,13978,0.9370
3650,15812,0.9370
6686,14467,0.9366
4560,13009,0.9363
4497,8390,0.9355
569,14740,0.9355
4684,14740,0.9355
6721,12444,0.9345
1959,1995,0.9341
2137,3511,0.9340
1985,1995,0.9340
10093,14742,0.9336
5696,7904,0.9336
2721,11504,0.9334
8589,16091,0.9333
12156,13914,0.9322
12156,16119,0.9322
12156,16247,0.9322
10165,14166,0.9321
4256,16575,0.9320
569,14721,0.9314
4684,14721,0.9314
584,593,0.9313
14702,14740,0.9311
7214,12603,0.9307
1803,17119,0.9307
13914,19144,0.9305
16119,19144,0.9305
16247,19144,0.9305
2882,10243,0.9305
4949,6382,0.9305
569,14702,0.9304
4684,14702,0.9304
287,6721,0.9299
12603,15457,0.9298
17063,17064,0.9297
0,11335,0.9296
3948,11823,0.9295
6686,8480,0.9294
582,598,0.9294
3000,3910,0.9293
3650,4151,0.9293
10235,14365,0.9289
3239,15143,0.9289
556,14740,0.9288
561,14740,0.9288
564,14740,0.9288
567,14740,0.9288
568,14740,0.9288
577,14740,0.9288
578,14740,0.9288
581,14740,0.9288
588,14740,0.9288
589,14740,0.9288
2922,14740,0.9288
6747,14740,0.9288
6758,14740,0.9288
6768,14740,0.9288
6770,14740,0.9288
6774,14740,0.9288
8098,14740,0.9288
9397,14740,0.9288
14714,14740,0.9288
14723,14740,0.9288
14724,14740,0.9288
597,14740,0.9288
599,14740,0.9288
1942,14740,0.9288
6776,14740,0.9288
10094,14740,0.9288
10097,14740,0.9288
10098,14740,0.9288
12758,14740,0.9288
14729,14740,0.9288
14738,14740,0.9288
14739,14740,0.9288
14740,14741,0.9288
14740,14744,0.9288
14740,14745,0.9288
14740,14746,0.9288
14740,14748,0.9288
14740,14749,0.9288
14740,14750,0.9288
14740,14751,0.9288
14740,14752,0.9288
14740,18524,0.9288
2094,10235,0.9285
4676,10235,0.9285
6642,10235,0.9285
6643,10235,0.9285
6644,10235,0.9285
6648,10235,0.9285
6760,10235,0.9285
6763,10235,0.9285
8714,10235,0.9285
10225,10235,0.9285
10235,12714,0.9285
10235,12750,0.9285
10235,14584,0.9285
10235,14708,0.9285
11050,13978,0.9283
556,601,0.9283
561,601,0.9283
564,601,0.9283
567,601,0.9283
568,601,0.9283
577,601,0.9283
578,601,0.9283
581,601,0.9283
588,601,0.9283
589,601,0.9283
597,601,0.9283
599,601,0.9283
601,1942,0.9283
601,2922,0.9283
601,6747,0.9283
601,6758,0.9283
601,6768,0.9283
601,6770,0.9283
601,6774,0.9283
601,6776,0.9283
601,8098,0.9283
601,9397,0.9283
601,10094,0.9283
601,10097,0.9283
601,10098,0.9283
601,12758,0.9283
601,14714,0.9283
601,14723,0.9283
601,14724,0.9283
601,14729,0.9283
601,14738,0.9283
601,14739,0.9283
601,14741,0.9283
601,14744,0.9283
601,14745,0.9283
601,14746,0.9283
601,14748,0.9283
601,14749,0.9283
601,14750,0.9283
601,14751,0.9283
601,14752,0.9283
601,18524,0.9283
9566,14914,0.9283
573,598,0.9281
595,598,0.9281
598,600,0.9281
598,9400,0.9281
573,14725,0.9277
595,14725,0.9277
600,14725,0.9277
9400,14725,0.9277
4918,6789,0.9275
6771,9396,0.9270
287,9078,0.9269
558,573,0.9267
558,595,0.9267
558,600,0.9267
558,9400,0.9267
597,14702,0.9266
599,14702,0.9266
1942,14702,0.9266
6776,14702,0.9266
10094,14702,0.9266
10097,14702,0.9266
10098,14702,0.9266
12758,14702,0.9266
14702,14729,0.9266
14702,14738,0.9266
14702,14739,0.9266
14702,14741,0.9266
14702,14744,0.9266
14702,14745,0.9266
14702,14746,0.9266
14702,14748,0.9266
14702,14749,0.9266
14702,14750,0.9266
14702,14751,0.9266
14702,14752,0.9266
14702,18524,0.9266
556,14702,0.9266
561,14702,0.9266
564,14702,0.9266
567,14702,0.9266
568,14702,0.9266
577,14702,0.9266
578,14702,0.9266
581,14702,0.9266
588,14702,0.9266
589,14702,0.9266
2922,14702,0.9266
6747,14702,0.9266
6758,14702,0.9266
6768,14702,0.9266
6770,14702,0.9266
6774,14702,0.9266
8098,14702,0.9266
9397,14702,0.9266
14702,14714,0.9266
14702,14723,0.9266
14702,14724,0.9266
10509,14915,0.9265
5360,11192,0.9265
12300,14705,0.9265
8195,18141,0.9263
582,14725,0.9263
8835,14057,0.9257
5095,15812,0.9257
3116,5071,0.9256
5739,10675,0.9256
287,2587,0.9254
4121,12156,0.9253
17766,17879,0.9251
558,582,0.9249
12156,12353,0.9249
3333,3910,0.9249
14057,16030,0.9248
13959,18030,0.9241
12153,14366,0.9237
8480,14467,0.9233
570,573,0.9231
570,595,0.9231
570,600,0.9231
570,9400,0.9231
10644,16324,0.9231
12458,14733,0.9230
16598,17766,0.9229
4949,14366,0.9228
8292,14842,0.9226
655,5071,0.9225
6056,14366,0.9225
391,3621,0.9224
2571,10534,0.9224
12156,12367,0.9224
2180,12089,0.9221
12353,19144,0.9221
3000,3948,0.9219
655,16864,0.9218
4151,15812,0.9218
553,14740,0.9216
580,14740,0.9216
583,14740,0.9216
14740,14747,0.9216
14740,15631,0.9216
2587,12444,0.9216
391,14588,0.9215
4744,5215,0.9213
570,582,0.9213
4668,6641,0.9212
554,573,0.9211
554,595,0.9211
554,600,0.9211
554,9400,0.9211
9396,14702,0.9211
5732,7173,0.9210
553,9396,0.9208
580,9396,0.9208
583,9396,0.9208
9396,14747,0.9208
9396,15631,0.9208
554,582,0.9205
3910,3948,0.9204
573,6745,0.9203
595,6745,0.9203
600,6745,0.9203
6745,9400,0.9203
5071,16864,0.9202
582,6745,0.9202
6721,8589,0.9201
3583,19200,0.9201
4949,10342,0.9197
6946,12373,0.9197
11050,14467,0.9195
2769,5129,0.9195
8195,15812,0.9194
13009,13598,0.9193
10587,12170,0.9187
9401,10633,0.9186
573,14727,0.9182
595,14727,0.9182
600,14727,0.9182
9400,14727,0.9182
9683,11991,0.9181
10165,14842,0.9179
4506,18141,0.9179
5565,18141,0.9179
5765,18141,0.9179
7130,18141,0.9179
13254,18141,0.9179
13468,18141,0.9179
13832,18141,0.9179
582,14727,0.9178
5710,19144,0.9176
391,14372,0.9175
6564,8766,0.9174
448,6627,0.9174
3000,11504,0.9173
8484,17029,0.9172
13978,19191,0.9171
13598,16030,0.9169
8480,13978,0.9168
11823,12578,0.9165
573,6772,0.9164
595,6772,0.9164
600,6772,0.9164
6772,9400,0.9164
6789,14275,0.9164
582,6772,0.9162
560,593,0.9159
571,593,0.9159
585,593,0.9159
593,10100,0.9159
593,16114,0.9159
2085,14365,0.9157
6751,14365,0.9157
12743,14365,0.9157
8504,12359,0.9156
1073,16167,0.9155
128,478,0.9154
5531,17894,0.9153
5531,11623,0.9153
7166,17588,0.9151
12153,14980,0.9150
3618,14990,0.9145
12879,13052,0.9144
14467,14866,0.9143
597,9399,0.9141
599,9399,0.9141
1942,9399,0.9141
6776,9399,0.9141
9399,10094,0.9141
9399,10097,0.9141
9399,10098,0.9141
9399,12758,0.9141
9399,14729,0.9141
9399,14738,0.9141
9399,14739,0.9141
9399,14741,0.9141
9399,14744,0.9141
9399,14745,0.9141
9399,14746,0.9141
9399,14748,0.9141
9399,14749,0.9141
9399,14750,0.9141
9399,14751,0.9141
9399,14752,0.9141
9399,18524,0.9141
556,9399,0.9141
561,9399,0.9141
564,9399,0.9141
567,9399,0.9141
568,9399,0.9141
577,9399,0.9141
578,9399,0.9141
581,9399,0.9141
588,9399,0.9141
589,9399,0.9141
2922,9399,0.9141
6747,9399,0.9141
6758,9399,0.9141
6768,9399,0.9141
6770,9399,0.9141
6774,9399,0.9141
8098,9399,0.9141
9397,9399,0.9141
9399,14714,0.9141
9399,14723,0.9141
9399,14724,0.9141
448,8986,0.9140
6686,11050,0.9138
8985,19082,0.9136
6138,14230,0.9136
14372,16864,0.9134
6280,13978,0.9134
343,12444,0.9130
9683,17493,0.9129
12153,17119,0.9128
12603,17024,0.9128
569,601,0.9128
601,4684,0.9128
12359,17894,0.9126
152,12170,0.9122
3750,14842,0.9122
14166,14842,0.9119
6526,14588,0.9119
5584,14026,0.9118
8480,11050,0.9117
4121,13143,0.9116
12153,13765,0.9114
8480,19191,0.9114
13143,14922,0.9112
2298,17083,0.9111
17766,17803,0.9111
5522,13353,0.9109
597,6771,0.9108
599,6771,0.9108
1942,6771,0.9108
6771,6776,0.9108
6771,10094,0.9108
6771,10097,0.9108
6771,10098,0.9108
6771,12758,0.9108
6771,14729,0.9108
6771,14738,0.9108
6771,14739,0.9108
6771,14741,0.9108
6771,14744,0.9108
6771,14745,0.9108
6771,14746,0.9108
6771,14748,0.9108
6771,14749,0.9108
6771,14750,0.9108
6771,14751,0.9108
6771,14752,0.9108
6771,18524,0.9108
556,6771,0.9108
561,6771,0.9108
564,6771,0.9108
567,6771,0.9108
568,6771,0.9108
577,6771,0.9108
578,6771,0.9108
581,6771,0.9108
588,6771,0.9108
589,6771,0.9108
2922,6771,0.9108
6747,6771,0.9108
6758,6771,0.9108
6768,6771,0.9108
6770,6771,0.9108
6771,6774,0.9108
6771,8098,0.9108
6771,9397,0.9108
6771,14714,0.9108
6771,14723,0.9108
6771,14724,0.9108
2866,13475,0.9108
586,593,0.9106
3719,12089,0.9105
16598,17879,0.9104
5739,6056,0.9102
8548,17119,0.9101
7175,15143,0.9098
11259,12523,0.9098
569,6771,0.9098
4684,6771,0.9098
10295,17024,0.9097
8292,13835,0.9095
8589,9078,0.9095
287,343,0.9094
799,6138,0.9093
12156,16030,0.9093
3948,4127,0.9092
6590,14308,0.9090
6590,19165,0.9090
6056,17119,0.9088
4447,6280,0.9087
470,2818,0.9086
892,9683,0.9085
13663,18039,0.9085
3967,11496,0.9083
8459,8504,0.9082
3000,3333,0.9081
2587,8589,0.9080
4151,8195,0.9080
9396,14721,0.9079
4949,14980,0.9079
3333,4127,0.9077
0,15988,0.9077
3910,11504,0.9072
9078,12444,0.9071
11625,19200,0.9070
5739,9505,0.9068
1995,14057,0.9068
2293,12458,0.9068
6526,14372,0.9066
3333,11823,0.9062
2769,11948,0.9059
3333,12578,0.9058
4506,5095,0.9058
5095,5765,0.9058
5095,7130,0.9058
5095,13468,0.9058
5095,13832,0.9058
5095,5565,0.9058
5095,13254,0.9058
781,14032,0.9057
9505,14366,0.9057
7214,12353,0.9057
9396,14740,0.9056
8548,13765,0.9055
3650,8195,0.9054
13914,15457,0.9053
15457,16119,0.9053
15457,16247,0.9053
4297,12120,0.9052
2587,16091,0.9051
13835,14230,0.9051
569,14730,0.9049
4684,14730,0.9049
731,11700,0.9044
9683,10179,0.9043
4121,15457,0.9042
5071,16910,0.9041
128,11818,0.9040
9954,12353,0.9037
1803,14366,0.9037
8835,17024,0.9035
287,10574,0.9035
856,8986,0.9034
4918,16975,0.9034
597,14730,0.9031
599,14730,0.9031
1942,14730,0.9031
6776,14730,0.9031
10094,14730,0.9031
10097,14730,0.9031
10098,14730,0.9031
12758,14730,0.9031
14729,14730,0.9031
14730,14738,0.9031
14730,14739,0.9031
14730,14741,0.9031
14730,14744,0.9031
14730,14745,0.9031
14730,14746,0.9031
14730,14748,0.9031
14730,14749,0.9031
14730,14750,0.9031
14730,14751,0.9031
14730,14752,0.9031
14730,18524,0.9031
556,14730,0.9031
561,14730,0.9031
564,14730,0.9031
567,14730,0.9031
568,14730,0.9031
577,14730,0.9031
578,14730,0.9031
581,14730,0.9031
588,14730,0.9031
589,14730,0.9031
2922,14730,0.9031
6747,14730,0.9031
6758,14730,0.9031
6768,14730,0.9031
6770,14730,0.9031
6774,14730,0.9031
8098,14730,0.9031
9397,14730,0.9031
14714,14730,0.9031
14723,14730,0.9031
14724,14730,0.9031
2094,4668,0.9030
4668,4676,0.9030
4668,6642,0.9030
4668,6643,0.9030
4668,6644,0.9030
4668,6648,0.9030
4668,6760,0.9030
4668,6763,0.9030
4668,8714,0.9030
4668,10225,0.9030
4668,12714,0.9030
4668,12750,0.9030
4668,14584,0.9030
4668,14708,0.9030
1242,12578,0.9028
16598,18119,0.9026
3621,6526,0.9025
3910,11823,0.9024
4121,13598,0.9024
8713,18030,0.9024
8504,13765,0.9023
13143,16030,0.9022
3116,14372,0.9021
4949,5739,0.9021
5710,15457,0.9018
448,731,0.9018
128,14990,0.9017
12603,14057,0.9013
17879,18119,0.9013
3585,14372,0.9011
9954,16030,0.9009
8459,17894,0.9009
1460,14816,0.9009
1078,8459,0.9008
8459,9449,0.9008
9078,16091,0.9008
569,9399,0.9008
4684,9399,0.9008
6280,14467,0.9007
8774,10534,0.9006
177,12578,0.9005
9401,14733,0.9005
1078,17029,0.9004
9449,17029,0.9004
1078,8504,0.9002
8504,9449,0.9002
7974,8130,0.9002
9870,13835,0.9002
5710,13143,0.9002
9505,10342,0.9001
3116,16864,0.9000
8504,9450,0.8999
12359,13765,0.8999
177,3000,0.8998
3116,14588,0.8997
1762,5414,0.8997
12603,17588,0.8996
5531,8504,0.8996
3007,12015,0.8996
4121,14057,0.8994
10574,16091,0.8993
13143,13914,0.8991
13143,16119,0.8991
13143,16247,0.8991
1658,19200,0.8991
12353,15457,0.8990
7214,13914,0.8987
7214,16119,0.8987
7214,16247,0.8987
1242,3333,0.8987
17249,19191,0.8984
6280,17249,0.8984
11662,11818,0.8984
7283,16864,0.8984
553,14702,0.8983
580,14702,0.8983
583,14702,0.8983
14702,14747,0.8983
14702,15631,0.8983
10165,14406,0.8982
16864,16910,0.8982
5215,11844,0.8981
11050,19191,0.8981
5598,6790,0.8979
12353,13143,0.8978
9450,17894,0.8977
9694,14372,0.8977
4918,17953,0.8977
9870,14406,0.8974
14230,14406,0.8973
6269,14308,0.8972
6269,19165,0.8972
11050,14866,0.8972
6382,8548,0.8972
4949,6056,0.8971
3650,18141,0.8971
255,10509,0.8970
8459,9450,0.8969
3511,8797,0.8969
10251,17024,0.8969
1078,17894,0.8968
9449,17894,0.8968
13022,14222,0.8968
10146,10243,0.8967
11818,13052,0.8966
12367,13143,0.8966
13978,14866,0.8965
4505,14036,0.8965
10337,12156,0.8962
553,14721,0.8961
580,14721,0.8961
583,14721,0.8961
14721,14747,0.8961
14721,15631,0.8961
10295,15457,0.8961
3583,5129,0.8960
2584,3671,0.8960
15457,16030,0.8959
6641,14585,0.8955
6641,14629,0.8955
3222,3339,0.8955
4447,19191,0.8955
4121,7214,0.8954
15993,19082,0.8953
5686,10608,0.8951
731,8986,0.8951
17766,17989,0.8950
1273,17894,0.8949
7214,8835,0.8948
152,1487,0.8947
8480,17119,0.8946
7214,16030,0.8946
17766,18119,0.8946
14232,14366,0.8945
10342,12153,0.8943
1995,17024,0.8941
9333,17940,0.8941
14578,17940,0.8941
8589,10574,0.8940
448,15993,0.8938
14365,14576,0.8938
2137,8797,0.8938
799,14406,0.8937
461,8009,0.8937
4949,17119,0.8936
8985,15993,0.8936
7214,10295,0.8936
955,16845,0.8934
8480,14866,0.8934
12161,16030,0.8933
3671,19200,0.8932
12353,14057,0.8932
7185,16850,0.8932
10251,14057,0.8931
16167,16803,0.8927
1803,5739,0.8927
12736,14365,0.8927
4560,13598,0.8926
11504,12578,0.8925
657,5946,0.8925
10337,13598,0.8924
2458,8602,0.8920
7114,14411,0.8919
11415,17144,0.8919
576,12754,0.8919
10534,11750,0.8917
10574,12444,0.8917
2624,7151,0.8917
5129,11948,0.8917
6721,16091,0.8916
5565,12548,0.8916
12548,13254,0.8916
4506,12548,0.8916
5765,12548,0.8916
7130,12548,0.8916
12548,13468,0.8916
12548,13832,0.8916
11335,15988,0.8916
173,19106,0.8915
562,17940,0.8915
8548,10342,0.8914
3589,11256,0.8913
17226,17949,0.8913
6329,14999,0.8912
13835,18739,0.8911
1273,5531,0.8911
448,11700,0.8910
8548,14980,0.8909
16598,17803,0.8909
10337,14057,0.8908
8489,12384,0.8907
5129,11625,0.8907
13598,13914,0.8907
13598,16119,0.8907
13598,16247,0.8907
1995,7214,0.8907
3671,3730,0.8906
3339,3583,0.8902
9450,17029,0.8902
3948,19200,0.8902
6686,8285,0.8902
14721,14730,0.8901
1608,5414,0.8901
7214,10251,0.8901
731,7185,0.8899
5710,7214,0.8897
3948,11200,0.8896
4754,11450,0.8895
12367,13598,0.8895
9340,13951,0.8894
3333,10666,0.8892
9333,12748,0.8892
12748,14578,0.8892
562,2882,0.8891
1786,11749,0.8890
8484,17894,0.8889
9954,14057,0.8889
655,3116,0.8889
6627,8986,0.8889
3116,6526,0.8887
13598,19144,0.8886
12367,13009,0.8886
8285,19191,0.8886
5359,8390,0.8885
9954,13914,0.8885
9954,16119,0.8885
9954,16247,0.8885
799,13835,0.8885
14702,14730,0.8885
6382,12153,0.8884
10824,15025,0.8883
177,3910,0.8883
2882,9333,0.8883
2882,14578,0.8883
2887,12384,0.8882
12367,15457,0.8881
1242,3000,0.8881
10307,17391,0.8881
3000,5415,0.8880
6766,14740,0.8878
1985,17024,0.8877
8985,8986,0.8877
2293,9401,0.8876
4744,11844,0.8876
5291,7190,0.8875
9915,14569,0.8874
5686,7322,0.8874
4918,14026,0.8873
14721,14740,0.8871
2463,16324,0.8871
2086,9333,0.8870
2086,14578,0.8870
7185,8986,0.8870
1242,11823,0.8870
448,11202,0.8870
12353,13598,0.8869
2467,5470,0.8868
2094,14576,0.8868
4676,14576,0.8868
6642,14576,0.8868
6643,14576,0.8868
6644,14576,0.8868
6648,14576,0.8868
6760,14576,0.8868
6763,14576,0.8868
8714,14576,0.8868
10225,14576,0.8868
12714,14576,0.8868
12750,14576,0.8868
14576,14584,0.8868
14576,14708,0.8868
4497,5359,0.8868
535,4003,0.8868
7931,10509,0.8868
10261,13598,0.8867
13009,13914,0.8866
13009,16119,0.8866
13009,16247,0.8866
11700,12557,0.8865
6789,18030,0.8865
16975,18030,0.8864
1985,7214,0.8864
17989,18098,0.8863
6789,13959,0.8863
10337,15457,0.8862
5946,6980,0.8861
3583,3948,0.8861
4151,18141,0.8860
8548,10675,0.8859
2085,14721,0.8859
6751,14721,0.8859
12743,14721,0.8859
17766,18095,0.8859
14026,14275,0.8859
11200,12578,0.8858
9505,17119,0.8858
7771,16575,0.8856
2094,14583,0.8856
4676,14583,0.8856
6642,14583,0.8856
6643,14583,0.8856
6644,14583,0.8856
6648,14583,0.8856
6760,14583,0.8856
6763,14583,0.8856
8714,14583,0.8856
10225,14583,0.8856
12714,14583,0.8856
12750,14583,0.8856
14583,14584,0.8856
14583,14708,0.8856
562,12748,0.8856
1704,13765,0.8855
6686,17249,0.8854
11335,16251,0.8853
799,5425,0.8851
14702,14721,0.8851
11818,12879,0.8850
2085,6641,0.8850
6641,6751,0.8850
6641,12743,0.8850
11662,13052,0.8849
7214,12367,0.8846
5676,14467,0.8846
17949,18808,0.8845
553,6771,0.8845
580,6771,0.8845
583,6771,0.8845
6771,14747,0.8845
6771,15631,0.8845
6138,13835,0.8844
6771,14702,0.8844
4127,10666,0.8844
4918,8713,0.8844
562,2086,0.8843
976,5998,0.8842
598,12754,0.8842
8835,15457,0.8841
6775,14728,0.8840
10633,12458,0.8840
8259,15812,0.8839
888,8580,0.8839
3585,14588,0.8837
5531,17029,0.8836
5946,6526,0.8835
4121,9954,0.8834
7745,13450,0.8833
6138,14406,0.8833
6375,15936,0.8833
6280,11050,0.8833
8548,9505,0.8830
576,14725,0.8830
12156,19144,0.8830
7190,10638,0.8829
13914,14057,0.8829
14057,16119,0.8829
14057,16247,0.8829
4702,8438,0.8829
9954,12367,0.8829
6641,10235,0.8827
4147,7152,0.8827
6627,10574,0.8826
16598,18095,0.8826
558,576,0.8825
15812,18141,0.8824
448,10574,0.8823
4146,14032,0.8822
4279,5611,0.8822
448,8985,0.8821
2991,3333,0.8821
6056,8548,0.8820
8379,11191,0.8820
