source,target,cosine_similarity
8504,11415,0.8818
5414,14798,0.8818
17879,18095,0.8817
1073,16845,0.8817
6526,16864,0.8815
657,14372,0.8815
4488,5599,0.8814
14057,19144,0.8814
10261,13009,0.8814
11623,17029,0.8814
6771,14721,0.8813
3333,11504,0.8813
4668,14721,0.8813
12161,13009,0.8812
12353,13009,0.8812
10675,14366,0.8812
7201,14915,0.8811
13009,16030,0.8811
8292,14406,0.8811
14576,14721,0.8810
3000,11823,0.8810
6446,7771,0.8810
1273,8504,0.8809
4949,13765,0.8808
5291,10638,0.8807
4447,17144,0.8807
1995,8835,0.8807
10337,13143,0.8807
5470,11886,0.8805
6056,12153,0.8805
16598,17989,0.8804
7988,17907,0.8803
8622,11335,0.8803
10675,17119,0.8803
2094,12736,0.8802
4676,12736,0.8802
6642,12736,0.8802
6643,12736,0.8802
6644,12736,0.8802
6648,12736,0.8802
6760,12736,0.8802
6763,12736,0.8802
8714,12736,0.8802
10225,12736,0.8802
12714,12736,0.8802
12736,12750,0.8802
12736,14584,0.8802
12736,14708,0.8802
8504,17029,0.8801
4121,13009,0.8801
448,8217,0.8800
11202,15633,0.8800
12444,12827,0.8799
7173,10981,0.8799
11415,11623,0.8798
856,10574,0.8798
11623,17894,0.8798
4447,6686,0.8797
4918,18039,0.8797
6010,8504,0.8796
7042,15988,0.8796
5291,8580,0.8796
554,576,0.8796
570,576,0.8795
391,5946,0.8795
1803,13765,0.8794
51,10638,0.8794
576,6772,0.8793
1959,14057,0.8793
1762,14798,0.8793
10534,12125,0.8793
576,14727,0.8792
14365,14579,0.8792
8985,11700,0.8792
14032,14945,0.8792
3948,11504,0.8791
8504,11623,0.8791
8296,12153,0.8789
1487,12090,0.8789
14400,15035,0.8788
448,2673,0.8787
12736,14721,0.8786
1273,11623,0.8786
7166,12233,0.8783
1242,4127,0.8781
17803,18095,0.8780
9694,19082,0.8780
1658,5129,0.8780
1678,3618,0.8779
461,9942,0.8779
9696,12748,0.8777
576,6745,0.8777
11415,17894,0.8776
7214,10337,0.8775
3621,4600,0.8773
2673,10574,0.8773
5739,8480,0.8773
8296,14467,0.8770
17803,17989,0.8770
343,8589,0.8770
8459,11623,0.8769
5710,13009,0.8769
5425,14230,0.8768
0,15410,0.8768
8580,10036,0.8768
5732,6329,0.8768
6526,6980,0.8768
7075,7151,0.8767
12156,15457,0.8767
7023,9754,0.8767
3239,7152,0.8765
9396,14730,0.8765
13101,14216,0.8765
1608,3511,0.8764
6627,11700,0.8764
2587,9078,0.8763
598,14725,0.8763
11623,17312,0.8762
8484,8504,0.8762
14400,17112,0.8761
10649,17068,0.8761
7985,18808,0.8761
10666,11823,0.8761
11504,11823,0.8760
7214,9954,0.8759
3339,3948,0.8759
448,19082,0.8759
11683,17318,0.8758
558,598,0.8758
11191,15500,0.8757
10997,12120,0.8756
5739,13978,0.8756
5565,8259,0.8755
8259,13254,0.8755
4506,8259,0.8755
5765,8259,0.8755
7130,8259,0.8755
8259,13468,0.8755
8259,13832,0.8755
3303,8163,0.8755
8986,11700,0.8754
10251,15457,0.8753
1985,14057,0.8753
4474,17024,0.8752
9505,12153,0.8751
3222,5129,0.8751
3650,5095,0.8750
12557,15993,0.8750
3222,19200,0.8749
11264,17493,0.8749
4447,18219,0.8748
448,7185,0.8748
9711,12283,0.8748
1985,15457,0.8746
5710,13598,0.8746
1242,3910,0.8746
10165,19327,0.8746
586,2887,0.8746
5531,12359,0.8745
8459,11415,0.8745
17331,18014,0.8745
4949,9505,0.8745
10036,10638,0.8743
4560,12161,0.8743
2991,11823,0.8743
10675,12153,0.8743
655,7283,0.8743
3650,12548,0.8743
1997,5739,0.8742
6789,13511,0.8742
3750,19327,0.8742
3000,4127,0.8741
10235,14721,0.8741
5415,12578,0.8740
4226,4754,0.8740
6686,17119,0.8739
11415,18219,0.8739
13765,17894,0.8739
4918,17331,0.8738
3692,12732,0.8738
9954,10337,0.8737
470,10818,0.8736
570,598,0.8736
4447,5676,0.8735
51,8580,0.8735
2178,5946,0.8735
8480,14366,0.8733
310,12674,0.8732
4127,12578,0.8732
6280,8480,0.8731
731,6627,0.8731
13101,14915,0.8730
554,598,0.8730
7201,8371,0.8730
1995,15457,0.8729
601,17940,0.8729
14730,14740,0.8729
540,13143,0.8728
1608,2137,0.8728
12367,14057,0.8727
7185,8985,0.8727
4668,14365,0.8726
2769,3948,0.8726
12015,13101,0.8725
14406,18739,0.8725
391,9694,0.8725
14980,17119,0.8723
11700,19082,0.8723
3339,12578,0.8723
4447,14467,0.8722
10883,14400,0.8722
17029,17894,0.8721
177,11504,0.8720
5676,14866,0.8720
6564,6693,0.8719
11700,15993,0.8719
255,14915,0.8719
6470,8985,0.8718
255,7151,0.8718
598,14727,0.8718
17879,18014,0.8717
2673,6627,0.8716
12161,19144,0.8716
1658,3222,0.8716
1957,14166,0.8715
2112,2587,0.8714
4381,6446,0.8714
6686,8504,0.8713
598,6772,0.8713
12156,17024,0.8712
6138,11415,0.8712
2298,12578,0.8711
5710,14057,0.8709
18744,18978,0.8709
391,3309,0.8709
955,17112,0.8708
289,6305,0.8707
8827,12658,0.8707
1078,5531,0.8707
5531,9449,0.8707
8285,14467,0.8706
5611,15233,0.8706
9063,11335,0.8706
7771,14462,0.8706
14842,16482,0.8706
245,391,0.8705
6970,7151,0.8705
4593,5569,0.8705
7054,14798,0.8705
6446,16575,0.8704
7985,17226,0.8704
601,12748,0.8702
4918,13663,0.8702
560,2887,0.8701
571,2887,0.8701
585,2887,0.8701
2887,10100,0.8701
2887,16114,0.8701
5565,5710,0.8700
5710,13254,0.8700
4506,5710,0.8700
5710,5765,0.8700
5710,7130,0.8700
5710,13468,0.8700
5710,13832,0.8700
598,6745,0.8700
7054,18230,0.8700
17803,17879,0.8699
14588,16864,0.8699
4949,14232,0.8698
3309,7565,0.8697
3309,7568,0.8697
448,12557,0.8697
4754,7023,0.8697
343,6721,0.8696
5732,7190,0.8696
5125,6056,0.8696
731,8985,0.8695
5125,5676,0.8695
5676,17249,0.8695
3948,10666,0.8694
128,12879,0.8694
11415,13835,0.8693
1959,7214,0.8690
7190,14999,0.8689
586,8489,0.8688
438,3910,0.8688
8459,14230,0.8688
1959,17024,0.8687
15457,19144,0.8687
2997,3303,0.8686
12156,13143,0.8686
8292,16614,0.8686
9918,12444,0.8684
781,17249,0.8684
5531,6010,0.8684
174,13616,0.8683
5071,14372,0.8681
4918,14588,0.8681
9078,10574,0.8680
4668,14585,0.8679
4668,14629,0.8679
6056,14866,0.8679
731,15993,0.8679
1970,12603,0.8677
3116,7283,0.8677
7214,12156,0.8675
7988,13353,0.8675
6686,14866,0.8675
9694,14277,0.8675
367,12578,0.8675
781,2302,0.8674
128,1678,0.8674
601,14721,0.8673
5739,14232,0.8673
2991,12578,0.8673
888,10638,0.8672
10883,16167,0.8672
174,4700,0.8672
3222,3910,0.8672
10605,10606,0.8671
448,15633,0.8670
553,14730,0.8670
580,14730,0.8670
583,14730,0.8670
14730,14747,0.8670
14730,15631,0.8670
5414,17331,0.8669
14232,17119,0.8669
6766,14702,0.8668
10337,13009,0.8667
5071,7283,0.8667
1273,17312,0.8667
5584,6789,0.8666
8000,16094,0.8666
9414,10509,0.8666
1658,11625,0.8666
8285,13978,0.8666
5531,9450,0.8665
3000,11200,0.8663
3339,11625,0.8662
6526,14277,0.8662
104,9491,0.8662
12359,13978,0.8661
7054,8797,0.8661
5739,13765,0.8660
1255,13502,0.8660
2480,10606,0.8659
13959,17953,0.8659
17803,18098,0.8658
4767,10574,0.8658
657,3621,0.8657
2887,17944,0.8656
3671,3712,0.8656
15626,17922,0.8656
7173,14999,0.8655
14230,17894,0.8655
513,3719,0.8655
3583,12578,0.8654
2587,10574,0.8654
5676,6280,0.8653
8835,10251,0.8653
7054,16527,0.8652
12614,17391,0.8652
6382,14366,0.8652
3363,11191,0.8652
3583,11625,0.8651
1803,10342,0.8651
14372,16845,0.8651
1803,6056,0.8650
6056,9505,0.8650
7151,10509,0.8648
10295,14057,0.8648
6771,14740,0.8647
11191,14914,0.8647
10165,16614,0.8647
2298,10606,0.8647
10243,14365,0.8647
2734,5145,0.8645
12966,15780,0.8645
5531,8459,0.8645
5676,8480,0.8645
569,6766,0.8644
4684,6766,0.8644
5565,13914,0.8643
5565,16119,0.8643
5565,16247,0.8643
13254,13914,0.8643
13254,16119,0.8643
13254,16247,0.8643
4506,13914,0.8643
4506,16119,0.8643
4506,16247,0.8643
5765,13914,0.8643
5765,16119,0.8643
5765,16247,0.8643
7130,13914,0.8643
7130,16119,0.8643
7130,16247,0.8643
13468,13914,0.8643
13468,16119,0.8643
13468,16247,0.8643
13832,13914,0.8643
13832,16119,0.8643
13832,16247,0.8643
13009,19144,0.8643
7985,17949,0.8643
9870,14230,0.8642
5537,13834,0.8642
4505,15370,0.8642
12175,17654,0.8642
2179,11823,0.8641
9696,17940,0.8640
12827,16091,0.8640
7214,19144,0.8639
5822,10256,0.8638
11830,17226,0.8637
2302,3686,0.8636
8713,16975,0.8636
2137,10633,0.8636
2584,3712,0.8636
1658,3583,0.8636
2991,3000,0.8636
4506,12367,0.8635
5565,12367,0.8635
5765,12367,0.8635
7130,12367,0.8635
12367,13254,0.8635
12367,13468,0.8635
12367,13832,0.8635
343,9078,0.8635
8504,14467,0.8634
8379,16751,0.8634
2021,12384,0.8634
601,2086,0.8633
17226,18808,0.8633
13598,14057,0.8632
12161,14057,0.8632
5599,12233,0.8632
14588,16975,0.8631
11623,14230,0.8631
12015,14915,0.8630
3116,14400,0.8630
3511,14798,0.8630
461,3940,0.8630
10342,14366,0.8630
3239,4147,0.8629
10179,17493,0.8628
1073,4918,0.8628
14032,17249,0.8627
4256,13877,0.8627
731,856,0.8627
5215,15374,0.8627
582,584,0.8626
3910,11200,0.8626
3332,12386,0.8626
14866,17119,0.8626
391,16864,0.8626
573,584,0.8625
584,595,0.8625
584,600,0.8625
584,9400,0.8625
573,593,0.8625
593,595,0.8625
593,600,0.8625
593,9400,0.8625
5145,11910,0.8625
4767,6627,0.8625
4474,15457,0.8624
11050,17119,0.8624
12090,12170,0.8624
3750,14406,0.8623
582,593,0.8622
13143,19144,0.8622
12732,14648,0.8621
6526,9694,0.8621
5710,9954,0.8621
287,12827,0.8620
8985,15633,0.8620
8986,15633,0.8620
4127,11823,0.8620
4121,15812,0.8620
14467,17119,0.8620
9954,19144,0.8619
17119,19191,0.8617
560,8489,0.8617
571,8489,0.8617
585,8489,0.8617
8489,10100,0.8617
8489,16114,0.8617
3333,5415,0.8617
5125,17119,0.8616
9333,14365,0.8616
14365,14578,0.8616
3750,16614,0.8616
8797,18230,0.8614
4121,4506,0.8614
4121,5565,0.8614
4121,5765,0.8614
4121,7130,0.8614
4121,13254,0.8614
4121,13468,0.8614
4121,13832,0.8614
14467,17249,0.8613
8178,14654,0.8613
14866,17894,0.8613
3621,14588,0.8612
10337,12161,0.8612
14622,15984,0.8611
3363,16751,0.8611
13022,17671,0.8611
2298,3000,0.8611
1092,10342,0.8611
556,6766,0.8610
561,6766,0.8610
564,6766,0.8610
567,6766,0.8610
568,6766,0.8610
577,6766,0.8610
578,6766,0.8610
581,6766,0.8610
588,6766,0.8610
589,6766,0.8610
2922,6766,0.8610
6747,6766,0.8610
6758,6766,0.8610
6766,6768,0.8610
6766,6770,0.8610
6766,6774,0.8610
6766,8098,0.8610
6766,9397,0.8610
6766,14714,0.8610
6766,14723,0.8610
6766,14724,0.8610
597,6766,0.8610
599,6766,0.8610
1942,6766,0.8610
6766,6776,0.8610
6766,10094,0.8610
6766,10097,0.8610
6766,10098,0.8610
6766,12758,0.8610
6766,14729,0.8610
6766,14738,0.8610
6766,14739,0.8610
6766,14741,0.8610
6766,14744,0.8610
6766,14745,0.8610
6766,14746,0.8610
6766,14748,0.8610
6766,14749,0.8610
6766,14750,0.8610
6766,14751,0.8610
6766,14752,0.8610
6766,18524,0.8610
3222,3583,0.8610
7190,8580,0.8610
8713,14372,0.8609
4127,11504,0.8609
731,19082,0.8609
8504,19191,0.8609
14216,14743,0.8609
8986,11202,0.8609
2882,17942,0.8609
10165,16482,0.8608
4548,10109,0.8608
4560,16030,0.8608
5710,15812,0.8608
1997,6382,0.8607
17144,17249,0.8607
2599,17064,0.8607
152,12090,0.8607
7190,10036,0.8607
856,2673,0.8606
9502,14462,0.8606
5676,10963,0.8606
3948,5129,0.8606
2298,3948,0.8606
569,14742,0.8605
4684,14742,0.8605
2137,18230,0.8605
6056,10342,0.8605
10966,16094,0.8605
801,15500,0.8605
11823,19200,0.8605
4151,5095,0.8604
14866,19191,0.8604
1786,11076,0.8603
513,12089,0.8603
255,9414,0.8602
10179,11991,0.8601
2086,9696,0.8601
11264,11991,0.8600
562,14365,0.8600
13511,14026,0.8600
3910,5415,0.8600
15633,15993,0.8599
5071,6526,0.8599
6056,8480,0.8599
255,2384,0.8598
11623,12359,0.8597
4121,12161,0.8597
1078,8484,0.8596
8484,9449,0.8596
5732,10981,0.8596
12911,16167,0.8596
9915,18705,0.8596
5676,13978,0.8596
2769,3339,0.8596
13978,17894,0.8595
10509,13101,0.8594
8484,11623,0.8594
5739,11050,0.8594
11415,17312,0.8593
8147,9915,0.8593
9954,15457,0.8593
13101,14743,0.8593
391,14277,0.8593
14467,17894,0.8592
7152,7175,0.8592
12153,13978,0.8592
5739,6686,0.8591
1957,14842,0.8591
560,584,0.8591
571,584,0.8591
584,585,0.8591
584,10100,0.8591
584,16114,0.8591
7322,15306,0.8591
8296,19191,0.8589
3116,16845,0.8589
15993,17391,0.8589
7687,17766,0.8587
16864,17112,0.8587
10165,13835,0.8587
14588,18039,0.8587
2180,3719,0.8586
4169,17689,0.8586
6661,14466,0.8585
11187,11662,0.8583
5676,11050,0.8583
4505,13502,0.8582
4754,9754,0.8582
12161,12353,0.8581
12548,15812,0.8581
8390,11192,0.8580
14866,17144,0.8580
15626,18095,0.8579
6382,10342,0.8579
6789,17953,0.8579
5215,7904,0.8579
14026,18030,0.8579
3965,4191,0.8579
7771,8259,0.8579
3289,11192,0.8578
3116,17112,0.8578
920,14372,0.8577
2275,10605,0.8577
15633,19082,0.8577
8986,19082,0.8576
7931,14915,0.8576
856,11700,0.8576
14411,18705,0.8576
5470,10605,0.8574
2298,3333,0.8574
1073,14588,0.8574
1997,14366,0.8573
2997,3222,0.8573
10587,12090,0.8572
343,10574,0.8572
586,2021,0.8571
9954,12161,0.8569
10633,14372,0.8569
18030,18039,0.8568
9198,11719,0.8568
8140,14069,0.8567
14400,14999,0.8566
12156,13009,0.8566
8015,13353,0.8566
3650,12367,0.8566
5998,15792,0.8566
12353,17588,0.8565
1803,14232,0.8565
553,601,0.8564
580,601,0.8564
583,601,0.8564
601,14747,0.8564
601,15631,0.8564
731,12557,0.8563
13663,18030,0.8563
655,16910,0.8562
1762,19239,0.8562
9340,11683,0.8562
4002,15857,0.8562
12367,19303,0.8562
9683,11264,0.8562
3511,7054,0.8562
6549,8986,0.8562
15780,16528,0.8561
15780,18771,0.8561
14588,16910,0.8561
3303,5415,0.8561
8480,8548,0.8561
11335,15410,0.8560
12578,19200,0.8560
731,4600,0.8559
7322,10608,0.8559
3116,9694,0.8559
586,14742,0.8559
10070,15078,0.8558
4447,13978,0.8558
2721,12578,0.8557
7185,11700,0.8557
8713,17953,0.8555
5425,11415,0.8555
560,14742,0.8555
571,14742,0.8555
585,14742,0.8555
10100,14742,0.8555
14742,16114,0.8555
3618,17493,0.8554
10324,12170,0.8554
1959,15457,0.8553
11050,12153,0.8553
657,14277,0.8553
13914,17588,0.8552
16119,17588,0.8552
16247,17588,0.8552
8589,12827,0.8552
16167,16845,0.8552
14230,17029,0.8552
601,9333,0.8551
601,14578,0.8551
2137,7054,0.8550
3910,4127,0.8550
8484,9450,0.8550
3948,5415,0.8550
888,7803,0.8550
8835,10295,0.8550
8986,15993,0.8550
6686,12359,0.8548
14406,14842,0.8548
8480,12153,0.8547
177,3948,0.8547
287,2112,0.8547
17249,18219,0.8547
9401,14588,0.8547
1092,8296,0.8547
13835,14842,0.8546
5355,11823,0.8546
5041,7668,0.8546
0,8622,0.8546
592,14737,0.8545
13765,14366,0.8545
12161,12367,0.8544
892,10179,0.8544
5739,10342,0.8544
4146,14467,0.8543
9954,13598,0.8543
12557,19082,0.8543
391,4767,0.8541
1959,8835,0.8540
16855,19087,0.8540
2249,14372,0.8540
5531,8484,0.8540
3007,13101,0.8540
391,3116,0.8539
14842,16614,0.8538
2991,4127,0.8538
12153,14467,0.8538
4447,11596,0.8538
8548,13978,0.8538
3910,19200,0.8538
14816,17226,0.8537
3650,5710,0.8536
14945,18219,0.8536
12089,18744,0.8536
12496,16094,0.8536
8285,15221,0.8535
562,601,0.8534
1803,9505,0.8533
3750,11730,0.8533
3583,11823,0.8533
12161,15773,0.8533
4588,17099,0.8533
6627,15633,0.8532
2587,6721,0.8532
4127,5415,0.8532
9399,14721,0.8532
2112,8589,0.8531
731,15633,0.8531
4447,12153,0.8531
731,1073,0.8531
152,10587,0.8530
7190,16102,0.8530
1658,3910,0.8529
2387,9401,0.8529
2270,14372,0.8528
1242,10666,0.8526
6627,9030,0.8525
1985,8835,0.8525
657,16864,0.8524
16030,17024,0.8524
16020,18606,0.8524
6010,17029,0.8523
17879,17989,0.8523
3750,13835,0.8523
1092,12153,0.8522
391,8985,0.8522
5537,14400,0.8522
13914,17024,0.8522
16119,17024,0.8522
16247,17024,0.8522
1957,3750,0.8521
438,3773,0.8520
9502,12125,0.8520
12353,15239,0.8520
448,9030,0.8520
2270,5537,0.8519
562,10243,0.8519
3466,12090,0.8519
5145,10109,0.8519
10509,12300,0.8518
6335,13744,0.8517
2721,3910,0.8516
14365,14721,0.8516
3050,3744,0.8515
2673,9030,0.8515
12353,17024,0.8515
3511,18620,0.8515
2599,17063,0.8515
4447,15128,0.8515
7173,7190,0.8515
8713,13959,0.8514
177,1242,0.8514
11730,16947,0.8514
11700,17391,0.8512
3511,18230,0.8512
1658,11948,0.8512
2298,5470,0.8512
1092,4949,0.8512
245,6526,0.8511
1479,16110,0.8511
1803,5125,0.8511
4474,7214,0.8510
2769,19200,0.8510
1355,5537,0.8510
14277,14372,0.8509
12367,17588,0.8509
13353,17907,0.8509
5710,17024,0.8509
2997,8163,0.8509
3948,11948,0.8509
10070,12231,0.8508
1957,10165,0.8508
560,2021,0.8508
571,2021,0.8508
585,2021,0.8508
2021,10100,0.8508
2021,16114,0.8508
6216,8371,0.8508
10633,14733,0.8507
11335,14560,0.8507
4121,17024,0.8506
15773,19144,0.8506
3650,12322,0.8505
8195,12548,0.8504
14230,17312,0.8504
478,9683,0.8504
593,10093,0.8504
856,9030,0.8504
2467,8390,0.8503
1803,6382,0.8503
3650,13914,0.8502
3650,16119,0.8502
3650,16247,0.8502
3116,16910,0.8502
2463,10644,0.8502
6280,8296,0.8502
655,14372,0.8501
5095,8195,0.8501
14816,18470,0.8501
14031,15993,0.8501
1073,10883,0.8500
12161,13914,0.8500
12161,16119,0.8500
12161,16247,0.8500
9755,12161,0.8500
4497,5360,0.8500
12353,12603,0.8500
10036,14400,0.8499
13765,17119,0.8499
3621,4767,0.8499
438,12578,0.8499
2803,10605,0.8499
4918,14479,0.8498
12156,14057,0.8498
2086,2094,0.8497
2086,4676,0.8497
2086,6642,0.8497
2086,6643,0.8497
2086,6644,0.8497
2086,6648,0.8497
2086,6760,0.8497
2086,6763,0.8497
2086,8714,0.8497
2086,10225,0.8497
2086,12714,0.8497
2086,12750,0.8497
2086,14584,0.8497
2086,14708,0.8497
5569,8661,0.8497
2882,12748,0.8497
2298,2480,0.8496
2571,11750,0.8496
13959,14026,0.8496
10119,10243,0.8496
17803,18119,0.8495
801,12911,0.8495
5537,14372,0.8494
5584,14275,0.8493
920,17292,0.8493
391,6980,0.8493
2112,12444,0.8492
584,586,0.8492
391,1073,0.8492
11683,13951,0.8492
12353,19303,0.8492
1762,17331,0.8492
6280,8285,0.8492
1273,12359,0.8491
1608,14798,0.8491
2458,19218,0.8491
657,14588,0.8491
3585,8713,0.8491
2458,7358,0.8491
14866,16000,0.8490
13835,16614,0.8490
920,7565,0.8490
920,7568,0.8490
4474,15812,0.8490
177,3333,0.8489
6686,12153,0.8489
478,17493,0.8489
9399,12748,0.8489
6693,8766,0.8488
9395,10509,0.8488
2571,12125,0.8488
2249,14588,0.8486
4382,18202,0.8486
799,10165,0.8485
14230,14842,0.8484
553,14742,0.8484
580,14742,0.8484
583,14742,0.8484
14742,14747,0.8484
14742,15631,0.8484
12603,13914,0.8484
12603,16119,0.8484
12603,16247,0.8484
2275,5470,0.8484
921,9401,0.8484
2059,2260,0.8483
2298,3910,0.8483
14588,19082,0.8483
4147,7175,0.8482
3583,3910,0.8481
1073,14372,0.8480
7102,12326,0.8479
3289,12416,0.8479
6280,12359,0.8479
7745,13475,0.8479
5071,14588,0.8478
12156,13598,0.8478
3650,8259,0.8478
14400,19255,0.8478
4918,8986,0.8477
856,11202,0.8477
391,16751,0.8477
8548,14232,0.8476
8296,14866,0.8476
2997,5129,0.8476
8292,16482,0.8476
9401,14372,0.8476
14792,19255,0.8476
5710,12603,0.8475
4447,8296,0.8475
4949,8296,0.8474
13978,17119,0.8474
14588,16845,0.8474
0,7042,0.8474
8296,13978,0.8474
4512,5732,0.8473
4151,12548,0.8472
177,11823,0.8472
9333,9696,0.8472
9696,14578,0.8472
9450,11623,0.8472
2094,14721,0.8472
4676,14721,0.8472
6642,14721,0.8472
6643,14721,0.8472
6644,14721,0.8472
6648,14721,0.8472
6760,14721,0.8472
6763,14721,0.8472
8714,14721,0.8472
10225,14721,0.8472
12714,14721,0.8472
12750,14721,0.8472
14584,14721,0.8472
14708,14721,0.8472
5537,10524,0.8471
1078,1273,0.8471
1273,9449,0.8471
7173,11667,0.8471
17085,17706,0.8471
3750,16482,0.8470
8548,11050,0.8470
3363,14914,0.8469
7151,14915,0.8468
4474,4506,0.8468
4474,5565,0.8468
4474,5765,0.8468
4474,7130,0.8468
4474,13254,0.8468
4474,13468,0.8468
4474,13832,0.8468
4497,5005,0.8468
391,3585,0.8468
1078,11623,0.8468
9449,11623,0.8468
3239,6144,0.8467
448,4767,0.8467
8489,17944,0.8467
14400,16845,0.8467
553,9399,0.8467
580,9399,0.8467
583,9399,0.8467
9399,14747,0.8467
9399,15631,0.8467
1803,8296,0.8467
7957,17063,0.8467
13298,19106,0.8466
6790,11259,0.8466
799,9870,0.8466
17989,18095,0.8466
10509,12015,0.8466
16598,18098,0.8466
4506,12353,0.8465
5765,12353,0.8465
7130,12353,0.8465
12353,13468,0.8465
12353,13832,0.8465
5565,12353,0.8465
12353,13254,0.8465
391,2178,0.8465
3100,16528,0.8465
3100,18771,0.8465
8130,18885,0.8465
6526,8985,0.8465
10109,11079,0.8463
9333,10243,0.8463
10243,14578,0.8463
5591,10070,0.8462
3333,3583,0.8461
8296,14980,0.8461
1242,5415,0.8460
8432,10070,0.8460
5710,17588,0.8459
12359,14467,0.8459
14365,14582,0.8459
2094,14579,0.8459
4676,14579,0.8459
6642,14579,0.8459
6643,14579,0.8459
6644,14579,0.8459
6648,14579,0.8459
6760,14579,0.8459
6763,14579,0.8459
8714,14579,0.8459
10225,14579,0.8459
12714,14579,0.8459
12750,14579,0.8459
14579,14584,0.8459
14579,14708,0.8459
856,4767,0.8458
8835,16030,0.8458
6135,7151,0.8458
12156,15812,0.8458
13914,19231,0.8458
16119,19231,0.8458
16247,19231,0.8458
16514,17894,0.8458
535,11191,0.8457
10036,14999,0.8457
3686,14554,0.8456
6216,12326,0.8456
8504,13978,0.8456
1073,8713,0.8455
2298,11886,0.8455
6549,8985,0.8455
5598,5604,0.8454
892,11264,0.8453
12089,12170,0.8453
11187,16864,0.8453
8371,14915,0.8452
9030,11202,0.8452
11596,17144,0.8452
16151,18219,0.8452
13298,13502,0.8451
12367,15239,0.8451
177,5415,0.8451
14230,18739,0.8450
5739,14467,0.8450
3940,8009,0.8449
1704,8459,0.8449
14945,17144,0.8449
448,4918,0.8448
15500,16751,0.8448
3333,19200,0.8447
5291,14277,0.8447
2882,14365,0.8447
13914,15239,0.8447
15239,16119,0.8447
15239,16247,0.8447
2882,9396,0.8447
14372,16910,0.8446
3222,11625,0.8446
1273,8459,0.8446
3585,4918,0.8446
10251,10295,0.8445
3303,3333,0.8445
16845,16975,0.8444
6549,15993,0.8444
5415,11504,0.8444
4256,4381,0.8444
713,16154,0.8444
13765,17312,0.8444
13914,19303,0.8443
16119,19303,0.8443
16247,19303,0.8443
5425,15025,0.8443
10093,12754,0.8443
7190,13396,0.8442
51,10036,0.8441
3140,5360,0.8441
8292,11730,0.8441
2302,3567,0.8440
3585,9694,0.8439
2085,14583,0.8439
6751,14583,0.8439
12743,14583,0.8439
6790,12523,0.8438
128,13052,0.8438
2997,3583,0.8438
13598,17588,0.8437
14400,18705,0.8437
799,14230,0.8436
13959,16975,0.8436
8484,11415,0.8436
3115,9566,0.8436
1255,9711,0.8436
1985,10295,0.8436
1273,9450,0.8436
1691,2249,0.8435
11780,17164,0.8435
6876,10070,0.8435
629,1997,0.8434
4506,16575,0.8434
5765,16575,0.8434
7130,16575,0.8434
13468,16575,0.8434
13832,16575,0.8434
5565,16575,0.8434
13254,16575,0.8434
8480,18843,0.8434
8797,16527,0.8434
4121,15239,0.8434
9399,14702,0.8434
9399,17940,0.8434
4796,17318,0.8434
3339,3910,0.8433
3650,12156,0.8432
3426,14031,0.8432
2249,7748,0.8432
4121,17588,0.8432
12548,18141,0.8432
9683,14990,0.8431
1073,15500,0.8431
8292,18739,0.8430
177,2991,0.8429
12359,19191,0.8429
12153,19191,0.8429
2818,10818,0.8428
14365,14717,0.8428
2991,3910,0.8428
8986,18039,0.8427
11596,17249,0.8427
478,16990,0.8427
10493,17063,0.8427
7027,7832,0.8426
13143,15457,0.8426
3712,12322,0.8426
4297,10997,0.8426
3222,3712,0.8426
17922,18024,0.8425
5598,14999,0.8425
12367,15812,0.8424
2769,12578,0.8424
8296,8548,0.8424
556,14742,0.8424
561,14742,0.8424
564,14742,0.8424
567,14742,0.8424
568,14742,0.8424
577,14742,0.8424
578,14742,0.8424
581,14742,0.8424
588,14742,0.8424
589,14742,0.8424
2922,14742,0.8424
6747,14742,0.8424
6758,14742,0.8424
6768,14742,0.8424
6770,14742,0.8424
6774,14742,0.8424
8098,14742,0.8424
9397,14742,0.8424
14714,14742,0.8424
14723,14742,0.8424
14724,14742,0.8424
597,14742,0.8424
599,14742,0.8424
1942,14742,0.8424
6776,14742,0.8424
10094,14742,0.8424
10097,14742,0.8424
10098,14742,0.8424
12758,14742,0.8424
14729,14742,0.8424
14738,14742,0.8424
14739,14742,0.8424
14741,14742,0.8424
14742,14744,0.8424
14742,14745,0.8424
14742,14746,0.8424
14742,14748,0.8424
14742,14749,0.8424
14742,14750,0.8424
14742,14751,0.8424
14742,14752,0.8424
14742,18524,0.8424
1273,17029,0.8424
1658,3333,0.8424
8480,9505,0.8424
0,3116,0.8423
11200,11504,0.8423
2997,19200,0.8423
14467,17144,0.8423
8015,17907,0.8422
2094,17940,0.8422
4676,17940,0.8422
6642,17940,0.8422
6643,17940,0.8422
6644,17940,0.8422
6648,17940,0.8422
6760,17940,0.8422
6763,17940,0.8422
8714,17940,0.8422
10225,17940,0.8422
12714,17940,0.8422
12750,17940,0.8422
14584,17940,0.8422
14708,17940,0.8422
12353,19231,0.8422
10307,12614,0.8422
4059,7190,0.8422
8217,15993,0.8422
562,9696,0.8421
8943,9198,0.8421
2772,3589,0.8420
3650,4474,0.8420
11625,12578,0.8418
438,3000,0.8418
3750,9870,0.8418
5676,8296,0.8417
6721,9078,0.8417
3309,6526,0.8417
11191,17025,0.8417
1092,6280,0.8417
11415,17029,0.8417
